,Mes,REGION_DE_ORIGEN,SUBPARTIDA,CIIU Rev. 4 A.C (2021),Descripción Arancelaria,PESO_NETO_KGS,VALOR_FOB_USD,División,Grupo,Clase,Descripción
316,2022-01-01,ATLANTICO,6811820000,2395.0,"Las demás placas, paneles, losetas, tejas y artículos similares, que no contengan amianto (asbesto)",43276.55,16598.65,,,2395.0,"Fabricación de artículos de hormigón, cemento y yeso"
317,2022-01-01,ATLANTICO,6811890000,2395.0,Las demás manufacturas que no contengan amianto (asbesto),51858.4,39041.84,,,2395.0,"Fabricación de artículos de hormigón, cemento y yeso"
318,2022-01-01,ATLANTICO,6907220000,2392.0,"Placas y baldosas, de cerámica, para pavimentación o revestimiento, excepto las de las subpartidas 6907.30 y 6907.40 con un coeficiente de absorción de agua superior al 0,5% pero inferior o igual al 10% en peso",16965.0,3194.88,,,2392.0,Fabricación de materiales de arcilla para la construcción
319,2022-01-01,ATLANTICO,7003121000,2310.0,"Placas y hojas lisas de vidrio colado o laminado, sin armar, coloreadas en la masa, opacificadas, chapadas o con capa absorbente, reflectante o antirreflectante",524092.52,2071473.94,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
320,2022-01-01,ATLANTICO,7007190000,2310.0,Los demás vidrios de seguridad constituidos por vidrio templado,29572.53,47865.14,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
321,2022-01-01,ATLANTICO,7007210000,2310.0,"Vidrio de seguridad formado vidrio contrachapado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, barcos u otros vehículos",129.47,1226.56,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
322,2022-01-01,ATLANTICO,7008000000,2310.0,Vidrieras aislantes de paredes múltiples,94482.0,374702.06,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
323,2022-01-01,ATLANTICO,7009920000,2310.0,Espejos de vidrio enmarcados,461.0,973.68,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
324,2022-01-01,ATLANTICO,7019620000,2310.0,"Las demás telas de «rovings» de malla cerrada, unidas mecánicamente",2438.6,5164.72,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
325,2022-01-01,ATLANTICO,7019900090,2310.0,Las demás manufacturas de fibra de vidrio (incluida la lana de vidrio),598.4,2992.31,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
326,2022-01-01,ATLANTICO,7117900000,3210.0,Los demás artículos de bisutería,360.0,819.75,,321.0,3210.0,"Fabricación de joyas, bisutería y artículos conexos"
327,2022-01-01,ATLANTICO,7204210000,3830.0,Desperdicios y desechos de acero inoxidable,511885.0,1141173.27,,383.0,3830.0,Recuperación de materiales
328,2022-01-01,ATLANTICO,7204290000,3830.0,Los demás desperdicios y desechos de aceros aleados,171410.0,427756.42,,383.0,3830.0,Recuperación de materiales
329,2022-01-01,ATLANTICO,7204300000,3830.0,"Desperdicios y desechos, de hierro o de acero estañados",4981026.0,1949949.99,,383.0,3830.0,Recuperación de materiales
330,2022-01-01,ATLANTICO,7204490000,3830.0,"Los demás desperdicios y desechos (chatarra), de fundición, de hierro o de acero",3286.99,8771.8,,383.0,3830.0,Recuperación de materiales
331,2022-01-01,ATLANTICO,7208391000,2410.0,"Los demás productos enrollados, simplemente laminados en caliente, de espesor inferior a 3 mm pero superior a 1,8 mm, con un contenido de carbono superior o igual a 0,12% en peso",25625.0,31487.399999999998,,241.0,2410.0,Industrias básicas de hierro y de acero
332,2022-01-01,ATLANTICO,7208399900,2410.0,"Los demás productos enrollados, simplemente laminados en caliente, de espesor inferior a 3 mm pero superior a 1,8 mm",42100.0,51362.0,,241.0,2410.0,Industrias básicas de hierro y de acero
333,2022-01-01,ATLANTICO,7209160000,2410.0,"Productos laminados planos de hierro o de acero sin alear; enrollados, simplemente laminados en frío: de espesor superior a 1 mm pero inferior a 3 mm",98070.0,127491.0,,241.0,2410.0,Industrias básicas de hierro y de acero
334,2022-01-01,ATLANTICO,7209170030,2410.0,"Laminas enrolladas, simplemente laminadas en frío, producidas según normas: ASTM A 424 o UNE-EN 10209 o NBR 6651 o DIN 1623 T3 o JIS G 3133, de espesor inferior o igual a 0,75 mm",68850.0,90882.0,,241.0,2410.0,Industrias básicas de hierro y de acero
335,2022-01-01,ATLANTICO,7209170090,2410.0,"Los demás productos laminados planos enrollados, de hierro o de acero sin alear, simplemente laminados en frío, de espesor superior o igual a 0.5 mm, pero inferior o igual a 1mm",294700.0,383110.0,,241.0,2410.0,Industrias básicas de hierro y de acero
336,2022-01-01,ATLANTICO,7210410000,2410.0,"Productos laminados planos de hierro o de acero sin alear, ondulados, de anchura superior o igual a 600 mm",25058.07,44336.38,,241.0,2410.0,Industrias básicas de hierro y de acero
337,2022-01-01,ATLANTICO,7210490000,2410.0,"Los demás productos laminados planos de hierro o de acero sin alear, cincados de otro modo, de anchura superior o igual a 600 mm",71958.0,115507.14,,241.0,2410.0,Industrias básicas de hierro y de acero
338,2022-01-01,ATLANTICO,7210709000,2410.0,"Los demás productos laminados planos de hierro o de acero sin alear, pintados, barnizados o revestidos de plástico, de anchura superior o igual a 600 mm",22365.0,51515.93,,241.0,2410.0,Industrias básicas de hierro y de acero
339,2022-01-01,ATLANTICO,7225400000,2410.0,"Los demás productos laminados planos de los demás aceros aleados, de anchura superior o igual a 600 mm., simplemente laminados en caliente, sin enrollar",231098.0,500312.49,,241.0,2410.0,Industrias básicas de hierro y de acero
340,2022-01-01,ATLANTICO,7225920090,2410.0,"Los demás productos laminados planos, de los demás aceros aleados, de anchura superior o igual a 600 mm., cincados de otro modo",179882.0,259542.52000000002,,241.0,2410.0,Industrias básicas de hierro y de acero
341,2022-01-01,ATLANTICO,7226110000,2410.0,"Productos laminados planos de los demás aceros aleados, de anchura inferior a 600 mm, de acero al silicio llamado ""magnético"" (acero magnético al silicio), de grano orientado",108763.0,56930.119999999995,,241.0,2410.0,Industrias básicas de hierro y de acero
342,2022-01-01,ATLANTICO,7228700000,2410.0,Perfiles de los demás aceros aleados,59111.0,111014.82999999999,,241.0,2410.0,Industrias básicas de hierro y de acero
343,2022-01-01,ATLANTICO,7229900000,2410.0,Los demás alambres de los demás aceros aleados,19958.4,27143.42,,241.0,2410.0,Industrias básicas de hierro y de acero
344,2022-01-01,ATLANTICO,7307990000,2431.0,"Los demás accesorios de tubería, de fundición, de hierro o de acero",20.0,127.1,,,2431.0,Fundición de hierro y de acero
345,2022-01-01,ATLANTICO,7308300000,2511.0,"Puertas, ventanas y sus marcos, bastidores y umbrales, de fundición, de hierro o de acero, con excepción de las construcciones prefabricadas de la partida 94.06",1062.0,8250.0,,,2511.0,Fabricación de productos metálicos para uso estructural
346,2022-01-01,ATLANTICO,7308909000,2511.0,"Las demás construcciones y partes de construcciones no incluidas antes, de fundición, de hierro o de acero, excepto las construcciones prefabricadas de la partida 94.06",70682.78,100766.04999999999,,,2511.0,Fabricación de productos metálicos para uso estructural
347,2022-01-01,ATLANTICO,7311009000,2512.0,"Los demás recipientes de fundición, de hierro o acero, para gas comprimido o licuado",7.04,2375.0,,,2512.0,"Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o transporte de mercancías"
348,2022-01-01,ATLANTICO,7313001000,2599.0,"Alambre de púas, de hierro o de acero",2220.0,5110.8,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
349,2022-01-01,ATLANTICO,7314200000,2599.0,"Redes y rejas, soldadas en los puntos de cruce, de alambre de hierro o de acero, cuya mayor dimensión de la sección transversal sea superior o igual a 3 mm y con malla de superficie superior o igual a 100 cm2",22816.0,26704.0,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
350,2022-01-01,ATLANTICO,7318140000,2599.0,"Tornillos taladradores, de fundición, hierro o acero",1684.2,9787.22,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
351,2022-01-01,ATLANTICO,7318159000,2599.0,"Los demás tornillos y pernos, incluso con sus tuercas y arandelas, de fundición, hierro o acero",17127.0,41411.0,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
352,2022-01-01,ATLANTICO,7318160000,2599.0,"Tuercas de fundición, hierro o acero",1917.0,9330.0,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
353,2022-01-01,ATLANTICO,7318190000,2599.0,"Los demás artículos roscados de fundición, hierro o acero",2669.0,11140.0,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
354,2022-01-01,ATLANTICO,7321119000,2750.0,"Los demás aparatos de cocción y calientaplatos, de fundición, hierro o acero, de combustibles gaseosos, o de gas y otros combustibles",800.0,200.0,,275.0,2750.0,Fabricación de aparatos de uso doméstico
355,2022-01-01,ATLANTICO,7325100000,2599.0,Las demás manufacturas moldeadas de fundición no maleable,300.0,1184.1,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
356,2022-01-01,ATLANTICO,7326190000,2599.0,Las demás manufacturas de hierro o de acero forjadas o estampadas pero sin trabajar de otro modo,31388.97,90148.94,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
357,2022-01-01,ATLANTICO,7326200000,2599.0,Manufacturas de alambre de hierro o de acero,76509.0,138547.32,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
358,2022-01-01,ATLANTICO,7326909000,2599.0,Las demás manufacturas de hierro o de acero,33938.229999999996,115021.21,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
359,2022-01-01,ATLANTICO,7404000010,2432.0,"Desperdicios y desechos, de cobre, con contenido en peso igual o superior a 94% de cobre",2163965.0,18455507.49,,,2432.0,Fundición de metales no ferrosos 
360,2022-01-01,ATLANTICO,7404000090,2432.0,"Los demás desperdicios y desechos, de cobre",363484.0,2205577.67,,,2432.0,Fundición de metales no ferrosos 
361,2022-01-01,ATLANTICO,7602000000,2432.0,"Desperdicios y desechos, de aluminio",2718656.0,5149536.42,,,2432.0,Fundición de metales no ferrosos 
362,2022-01-01,ATLANTICO,7604210000,2429.0,Perfiles huecos de aleaciones de aluminio,285897.29,1769399.93,,,2429.0,Industrias básicas de otros metales no ferrosos
363,2022-01-01,ATLANTICO,7604291000,2429.0,Las demás barras de aleaciones de aluminio,386548.39,2401108.86,,,2429.0,Industrias básicas de otros metales no ferrosos
364,2022-01-01,ATLANTICO,7607110000,2429.0,"Hojas y tiras delgadas de aluminio sin soporte, simplemente laminadas, de espesor inferior o igual a 0.2 mm",200.0,260.0,,,2429.0,Industrias básicas de otros metales no ferrosos
365,2022-01-01,ATLANTICO,7607200000,2429.0,"Hojas y tiras, delgadas, de aluminio con soporte, de espesor inferior o igual a 0,2 mm",14506.55,89908.56,,,2429.0,Industrias básicas de otros metales no ferrosos
366,2022-01-01,ATLANTICO,7610100000,2511.0,"Puertas, ventanas y sus marcos, bastidores y umbrales, de aluminio",3820544.17,37353994.87,,,2511.0,Fabricación de productos metálicos para uso estructural
367,2022-01-01,ATLANTICO,7610900000,2511.0,"Las demás construcciones y partes de construcciones de la partida 76.10, con excepción de las construcciones prefabricadas de la partida 94.06; chapas, barras, perfiles, tubos y similares de aluminio, preparados para la construcción",31161.84,163459.65,,,2511.0,Fabricación de productos metálicos para uso estructural
368,2022-01-01,ATLANTICO,7615102000,2599.0,"Las demás ollas, sartenes y artículos similares de aluminio",30.0,315.0,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
369,2022-01-01,ATLANTICO,7616999000,2599.0,Las demás manufacturas de aluminio,23403.41,193373.19,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
370,2022-01-01,ATLANTICO,8110200000,2429.0,Desperdicios y desechos de antimonio,32480.0,66584.05,,,2429.0,Industrias básicas de otros metales no ferrosos
371,2022-01-01,ATLANTICO,8302109000,2593.0,"Las demás bisagras de cualquier clase (incluidos los pernos y los goznes), de metal común",10489.52,39888.71,,,2593.0,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería"
372,2022-01-01,ATLANTICO,8302490000,2593.0,"Las demás guarniciones, herrajes y artículos similares de metal común, no incluidos antes",974.94,5255.51,,,2593.0,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería"
373,2022-01-01,ATLANTICO,8302500000,2593.0,"Colgaderos, perchas, soportes y artículos similares, de metal común",72.75,218.02,,,2593.0,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería"
374,2022-01-01,ATLANTICO,8307100000,2599.0,"Tubos flexibles de hierro o de acero, incluso con sus accesorios",10791.0,41394.0,,,2599.0,Fabricación de otros productos elaborados de metal n.c.p.
375,2022-01-01,ATLANTICO,8411820000,2811.0,Las demás turbinas de gas de potencia superior a 5000 kW,4754.0,750594.48,,,2811.0,"Fabricación de motores, turbinas, y partes para motores de combustión interna"
376,2022-01-01,ATLANTICO,8413609000,2813.0,Las demás bombas volumétricas rotativas,1209.45,73226.81,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
377,2022-01-01,ATLANTICO,8413701100,2813.0,Las demás bombas centrifugas monocelulares con diámetro de salida inferior o igual a 100 mm,807.45,6889.13,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
378,2022-01-01,ATLANTICO,8413701900,2813.0,Las demás bombas centrifugas monocelulares,2476.0,21934.86,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
379,2022-01-01,ATLANTICO,8413702100,2813.0,Las demás bombas centrifugas multicelulares con diámetro de salida inferior o igual a 300 mm,2410.0,49093.15,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
380,2022-01-01,ATLANTICO,8413819000,2813.0,Las demás bombas para líquidos,177.45,6330.21,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
381,2022-01-01,ATLANTICO,8413820000,2816.0,Elevadores de líquidos,177.45,27943.76,,,2816.0,Fabricación de equipo de elevación y manipulación
382,2022-01-01,ATLANTICO,8413919000,2813.0,Las demás partes de bombas para líquidos,267.45,10604.15,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
383,2022-01-01,ATLANTICO,8414200000,2813.0,"Bombas de aire, de mano o pedal",181.76,2681.0,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
384,2022-01-01,ATLANTICO,8414590000,2819.0,Los demás ventiladores,10.0,1221.09,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
385,2022-01-01,ATLANTICO,8414802100,2813.0,"Los demás compresores de potencia inferior a 30 kW (40 hp), para vehículos automóviles",10.06,54.46,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
386,2022-01-01,ATLANTICO,8415823010,2819.0,"Las demás máquinas y aparatos para acondicionamiento de aire, con equipo de enfriamiento superior a 30.000 btu/hora pero inferior o igual a 60.000 btu/hora",4855.0,30830.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
387,2022-01-01,ATLANTICO,8415823020,2819.0,"Las demás máquinas y aparatos para acondicionamiento de aire, con equipo de enfriamiento superior a 60.000 btu/hora pero inferior o igual a 240.000 btu/hora",7224.0,77766.95999999999,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
388,2022-01-01,ATLANTICO,8415824000,2819.0,Las demás máquinas y aparatos para acondicionamiento de aire con equipo de enfriamiento superior a 240.000 btu/hora,1470.0,13770.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
389,2022-01-01,ATLANTICO,8415900000,2819.0,Partes de aparatos acondicionadores de aire de la partida 84.15,1199.2,8770.1,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
390,2022-01-01,ATLANTICO,8417201000,2825.0,"Hornos de panadería, pastelería o galletería, de túnel, que no sean eléctricos",800.0,200.0,,,2825.0,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
391,2022-01-01,ATLANTICO,8417209000,2825.0,"Los demás hornos de panadería, pastelería o galletería",1215.0,12198.0,,,2825.0,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
392,2022-01-01,ATLANTICO,8418400000,2750.0,"Congeladores verticales del tipo armario, de capacidad inferior o igual a 900 i",146200.0,944280.0,,275.0,2750.0,Fabricación de aparatos de uso doméstico
393,2022-01-01,ATLANTICO,8418500000,2819.0,"Los demás muebles (armarios, arcones (cofres), vitrinas, mostradores y similares) para la conservación y exposición de los productos, que incorporen un equipo para refrigerar o congelar",2970.0,14584.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
394,2022-01-01,ATLANTICO,8418699900,2819.0,"Los demás materiales, máquinas y aparatos para la producción de frío, aunque no sean eléctricos",400.0,1800.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
395,2022-01-01,ATLANTICO,8418992000,2819.0,Unidades de condensación,4133.0,77330.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
396,2022-01-01,ATLANTICO,8419810000,2825.0,Los demás aparatos y dispositivos para la preparación de bebidas calientes o la cocción o calentamiento de alimentos,150.0,200.0,,,2825.0,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
397,2022-01-01,ATLANTICO,8421399000,2819.0,Los demás aparatos para filtrar o depurar gases,3.0,45.6,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
398,2022-01-01,ATLANTICO,8422900000,2819.0,Partes de máquinas y aparatos de la partida 84.22,164.5,21156.1,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
399,2022-01-01,ATLANTICO,8429520000,2824.0,Máquinas autopropulsadas cuya superestructura pueda girar 360 grados,3232.0,55274.03,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
400,2022-01-01,ATLANTICO,8431490000,2824.0,"Las demás partes identificables como destinadas, exclusiva o principalmente a las máquinas o aparatos de la partida 84.25 a 84.30 no incluidos antes",404.45,3043.88,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
401,2022-01-01,ATLANTICO,8437900000,2825.0,"Partes de máquina para la limpieza, clasificación o cribado de semillas, granos u hortalizas de vaina secas; partes de máquinas y aparatos para la molienda o tratamiento de cereales u hortalizas de vaina secas, excepto las de tipo rural",1800.0,9290.0,,,2825.0,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
402,2022-01-01,ATLANTICO,8438101000,2825.0,"Máquinas y aparatos para panadería, pastelería o galletería",480.0,11206.66,,,2825.0,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
403,2022-01-01,ATLANTICO,8477900000,2829.0,Partes de las máquinas y aparatos de la partida 84.77,2.7,1104.0,,,2829.0,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.
404,2022-01-01,ATLANTICO,8479900000,2829.0,Partes para máquinas y aparatos de la partida 84.79,38.0,7200.0,,,2829.0,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.
405,2022-01-01,ATLANTICO,8481200000,2813.0,Válvulas para transmisiones oleohidráulicas o neumáticas,38.2,18327.46,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
406,2022-01-01,ATLANTICO,8481400090,2813.0,Las demás válvulas de alivio o seguridad,36.55,1092.0,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
407,2022-01-01,ATLANTICO,8481804000,2813.0,"Válvulas esféricas para tuberías, calderas, depósitos, cubas y continentes similares",7.08,1420.0,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
408,2022-01-01,ATLANTICO,8481809900,2813.0,"Las demás artículos de grifería y órganos similares para tuberías, depósitos, calderas, cubas y continentes similares no incluidos antes",2.0,20.0,,,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas"
409,2022-01-01,ATLANTICO,8482200000,2814.0,"Rodamientos de rodillos cónicos, incluidos los ensamblajes de conos y rodillos cónicos",47.4,3034.04,,,2814.0,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión"
410,2022-01-01,ATLANTICO,8483309000,2814.0,Las demás cajas de cojinetes sin los rodamientos; los demás cojinetes,177.45,1174.15,,,2814.0,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión"
411,2022-01-01,ATLANTICO,8484100000,2819.0,Juntas metaloplásticas,61.73,56703.02,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
412,2022-01-01,ATLANTICO,8484200000,2819.0,Juntas mecánicas de estanqueidad,3.26,3002.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
413,2022-01-01,ATLANTICO,8487909000,2819.0,"Las demás partes de máquinas o aparatos, no expresadas ni comprendidas en otra parte de este Capítulo, sin conexiones eléctricas, partes aisladas eléctricamente, bobinados, contactos ni otras características eléctricas",4.0,29.4,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
414,2022-01-01,ATLANTICO,8501519000,2711.0,"Los demás motores de corriente alterna polifásicos, de potencia inferior o igual a 750 w",7.04,1390.0,,,2711.0,"Fabricación de motores, generadores y transformadores eléctricos"
415,2022-01-01,ATLANTICO,8507100000,2720.0,Acumuladores eléctricos de plomo del tipo de los utilizados para el arranque de los motores de explosión,1418236.92,3511332.31,,272.0,2720.0,"Fabricación de pilas, baterías y acumuladores eléctricos"
416,2022-01-01,ATLANTICO,8511509000,2930.0,Los demás generadores,177.45,2223.17,,293.0,2930.0,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
417,2022-01-01,ATLANTICO,8517622000,2630.0,Aparatos de telecomunicación por corriente portadora o telecomunicación digital,6.9,2670.0,,263.0,2630.0,Fabricación de equipos de comunicación
418,2022-01-01,ATLANTICO,8517699090,2630.0,"Los demás aparatos de transmisión o recepción de voz, imagen u otros datos, incluidos los de comunicación en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN))",30840.0,15729.900000000001,,263.0,2630.0,Fabricación de equipos de comunicación
419,2022-01-01,ATLANTICO,8523591000,3290.0,Tarjetas y etiquetas de activación por proximidad,1.7,80.0,,329.0,3290.0,Otras industrias manufactureras n.c.p.
420,2022-01-01,ATLANTICO,8524110000,2630.0,"Los ""display"" de cristal líquido sin controladores («drivers») ni circuitos de control",16592.0,82944.4,,263.0,2630.0,Fabricación de equipos de comunicación
421,2022-01-01,ATLANTICO,8536491900,2712.0,Los demás relés para una tensión superior a 60 v pero inferior o igual a 260 v e intensidad inferior o igual a 30 a,4.5,2310.0,,,2712.0,Fabricación de aparatos de distribución y control de la energía eléctrica
422,2022-01-01,ATLANTICO,8536501990,2712.0,"Los demás interruptores, seccionadores y conmutadores, para una tensión inferior o igual a 260 V e intensidad inferior o igual a 30 A",392.5,34030.02,,,2712.0,Fabricación de aparatos de distribución y control de la energía eléctrica
423,2022-01-01,ATLANTICO,8536610000,2712.0,"Portalámparas, para una tensión inferior o igual a 1000 v",177.45,36.98,,,2712.0,Fabricación de aparatos de distribución y control de la energía eléctrica
424,2022-01-01,ATLANTICO,8538100000,2712.0,"Cuadros, paneles, consolas, pupitres, armarios y demás soportes de la partida 85.37, sin aparatos",110.0,252.46,,,2712.0,Fabricación de aparatos de distribución y control de la energía eléctrica
425,2022-01-01,ATLANTICO,8539909000,2740.0,Las demás partes para lámparas y tubos de la partida 85.39,15.0,2.0,,274.0,2740.0,Fabricación de equipos eléctricos de iluminación
426,2022-01-01,ATLANTICO,8542310000,2610.0,"Procesadores y controladores, incluso combinados con memorias, convertidores, circuitos lógicos, amplificadores, relojes y circuitos de sincronización, u otros circuitos",351.9,2349.2200000000003,,261.0,2610.0,Fabricación de componentes y tableros electrónicos
427,2022-01-01,ATLANTICO,8543703000,2790.0,Mando a distancia (control remoto),4.5,2220.0,,279.0,2790.0,Fabricación de otros tipos de equipo eléctrico n.c.p.
428,2022-01-01,ATLANTICO,8543900000,2790.0,"Partes para máquinas y aparatos con función propia, no expresados ni comprendidos en otra parte de este capítulo",250.0,7800.0,,279.0,2790.0,Fabricación de otros tipos de equipo eléctrico n.c.p.
429,2022-01-01,ATLANTICO,8703231090,2910.0,"Camperos (4 x 4), para el transporte de personas, con motor de émbolo (pistón) alternativo, de encendido por chispa, de cilindrada superior a 1.500 cm3 pero inferior o igual a 3.000 cm3",2100.0,3000.0,,291.0,2910.0,Fabricación de vehículos automotores y sus motores
430,2022-01-01,ATLANTICO,8704311090,2910.0,"Los demás vehículos automóviles para transporte de mercancías, con motor de émbolo (pistón), de encendido por chispa, de peso total con carga máxima, inferior o igual a 4,537 t",2100.0,3000.0,,291.0,2910.0,Fabricación de vehículos automotores y sus motores
431,2022-01-01,ATLANTICO,8708100000,2930.0,"Parachoques (paragolpes defensas) y sus partes, de vehículos automóviles de las partidas 87.01 a 87.05",45.0,100.0,,293.0,2930.0,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
432,2022-01-01,ATLANTICO,8708299000,2930.0,Las demás partes y accesorios de carrocerías (incluidas las cabinas),55.0,135.0,,293.0,2930.0,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
433,2022-01-01,ATLANTICO,8807200000,3030.0,Trenes de aterrizaje y sus partes de los aparatos de las partidas 88.01 y 88.02,1096.0,10000.0,,303.0,3030.0,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa"
434,2022-01-01,ATLANTICO,9015809000,2651.0,"Los demás instrumentos y aparatos de la partida 90.15, no incluidos antes",385.0,19000.0,,,2651.0,"Fabricación de equipo de medición, prueba, navegación y control"
435,2022-01-01,ATLANTICO,9018312000,3250.0,"Jeringas de plástico, incluso con agujas",38569.39,271918.25,,325.0,3250.0,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)"
436,2022-01-01,ATLANTICO,9018390000,3250.0,"Catéteres, cánulas e instrumentos similares",4741.0,125181.91,,325.0,3250.0,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)"
437,2022-01-01,ATLANTICO,9023001000,3290.0,Modelos de anatomía humana o animal,202.05,12928.0,,329.0,3290.0,Otras industrias manufactureras n.c.p.
438,2022-01-01,ATLANTICO,9026900000,2651.0,Partes y accesorios para los aparatos e instrumentos de la partida 90.26,35.2,30330.0,,,2651.0,"Fabricación de equipo de medición, prueba, navegación y control"
439,2022-01-01,ATLANTICO,9030330000,2651.0,"Los demás, instrumentos y aparatos para medida o control de tensión, intensidad, resistencia o potencia, sin dispositivo registrador",5.0,1090.0,,,2651.0,"Fabricación de equipo de medición, prueba, navegación y control"
440,2022-01-01,ATLANTICO,9030390000,2651.0,"Los demás, instrumentos y aparatos para medida o control de tensión, intensidad, resistencia o potencia, con dispositivo registrador",4.0,816.9,,,2651.0,"Fabricación de equipo de medición, prueba, navegación y control"
441,2022-01-01,ATLANTICO,9031809000,2651.0,"Los demás instrumentos, aparatos y máquinas de medida o control, no expresados ni comprendidos en otra parte del capítulo 90",32.8,2200.0,,,2651.0,"Fabricación de equipo de medición, prueba, navegación y control"
442,2022-01-01,ATLANTICO,9032100000,2651.0,Termostatos,64.67,3843.0,,,2651.0,"Fabricación de equipo de medición, prueba, navegación y control"
443,2022-01-01,ATLANTICO,9032899000,2651.0,Los demás instrumentos y aparatos automáticos para la regulación y el control,7.04,1031.0,,,2651.0,"Fabricación de equipo de medición, prueba, navegación y control"
444,2022-01-01,ATLANTICO,9111900000,2652.0,Partes y piezas de las cajas de los relojes de las partidas 91.01 o 91.02,800.0,1230.0,,,2652.0,Fabricación de relojes
445,2022-01-01,ATLANTICO,9403300000,3110.0,Muebles de madera del tipo de los utilizados en oficinas,17083.32,46583.7,,311.0,3110.0,Fabricación de muebles 
446,2022-01-01,ATLANTICO,9403400000,3110.0,Muebles de madera del tipo de los utilizados en cocinas,66379.08,121283.03,,311.0,3110.0,Fabricación de muebles 
